instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_real,atemp_real,hum_real,windspeed_real
386,2012-01-21,1,1,1,0,6,0,2,0.201,0.174875,0.83125,0.222642,67,1234,1301,8.241,8.74375,83.125,14.917014
387,2012-01-22,1,1,1,0,0,0,2,0.189,0.16225,0.79625,0.199638,196,1781,1977,7.749,8.1125,79.625,13.375746000000001
388,2012-01-23,1,1,1,0,1,1,2,0.253,0.243058,0.91125,0.110708,145,2287,2432,10.373,12.152899999999999,91.125,7.417436
389,2012-01-24,1,1,1,0,2,1,1,0.397,0.349108,0.835833,0.123767,439,3900,4339,16.277,17.455399999999997,83.58330000000001,8.292389
390,2012-01-25,1,1,1,0,3,1,1,0.341,0.294821,0.64375,0.161071,467,3803,4270,13.981000000000002,14.74105,64.375,10.791756999999999
391,2012-01-26,1,1,1,0,4,1,2,0.397,0.35605,0.769583,0.0733958,244,3831,4075,16.277,17.8025,76.95830000000001,4.9175186
392,2012-01-27,1,1,1,0,5,1,2,0.493,0.415383,0.74125,0.342667,269,3187,3456,20.213,20.76915,74.125,22.958689
393,2012-01-28,1,1,1,0,6,0,1,0.367,0.326379,0.543333,0.210829,775,3248,4023,15.047,16.318949999999997,54.333299999999994,14.125542999999999
394,2012-01-29,1,1,1,0,0,0,1,0.328,0.272721,0.31125,0.24005,558,2685,3243,13.448,13.63605,31.125000000000004,16.08335
395,2012-01-30,1,1,1,0,1,1,1,0.312,0.262625,0.400833,0.215792,126,3498,3624,12.792,13.13125,40.0833,14.458064
396,2012-01-31,1,1,1,0,2,1,1,0.453,0.381317,0.416667,0.261817,324,4185,4509,18.573,19.06585,41.6667,17.541739
397,2012-02-01,1,1,2,0,3,1,1,0.544,0.466538,0.507917,0.189067,304,4275,4579,22.304000000000002,23.326900000000002,50.79169999999999,12.667489000000002
398,2012-02-02,1,1,2,0,4,1,2,0.463,0.398971,0.672917,0.187187,190,3571,3761,18.983,19.94855,67.29169999999999,12.541528999999999
399,2012-02-03,1,1,2,0,5,1,1,0.364,0.309346,0.526667,0.178496,310,3841,4151,14.924,15.4673,52.6667,11.959232
400,2012-02-04,1,1,2,0,6,0,2,0.307,0.272725,0.779583,0.121896,384,2448,2832,12.587,13.63625,77.95830000000001,8.167032
401,2012-02-05,1,1,2,0,0,0,2,0.309,0.264521,0.687917,0.175996,318,2629,2947,12.669,13.22605,68.7917,11.791732000000001
402,2012-02-06,1,1,2,0,1,1,1,0.328,0.296426,0.622174,0.1538,206,3578,3784,13.448,14.8213,62.2174,10.304599999999999
403,2012-02-07,1,1,2,0,2,1,1,0.411,0.361104,0.49625,0.147379,199,4176,4375,16.851,18.0552,49.625,9.874393000000001
404,2012-02-08,1,1,2,0,3,1,2,0.298,0.266421,0.722917,0.133721,109,2693,2802,12.218,13.321050000000001,72.2917,8.959307
405,2012-02-09,1,1,2,0,4,1,1,0.308,0.261988,0.562083,0.194037,163,3667,3830,12.628,13.0994,56.2083,13.000478999999999
406,2012-02-10,1,1,2,0,5,1,2,0.326,0.293558,0.54,0.116929,227,3604,3831,13.366,14.6779,54.0,7.834243000000001
407,2012-02-11,1,1,2,0,6,0,3,0.26,0.210867,0.73125,0.289796,192,1977,2169,10.66,10.54335,73.125,19.416332
408,2012-02-12,1,1,2,0,0,0,1,0.148,0.101658,0.464583,0.409212,73,1456,1529,6.068,5.0828999999999995,46.4583,27.417204
409,2012-02-13,1,1,2,0,1,1,1,0.258,0.227913,0.41125,0.167283,94,3328,3422,10.578,11.39565,41.125,11.207961
410,2012-02-14,1,1,2,0,2,1,2,0.37,0.333946,0.50875,0.141179,135,3787,3922,15.17,16.697300000000002,50.875,9.458993
411,2012-02-15,1,1,2,0,3,1,1,0.404,0.351629,0.53125,0.1816,141,4028,4169,16.564,17.58145,53.125,12.167200000000001
412,2012-02-16,1,1,2,0,4,1,2,0.368,0.330162,0.752917,0.091425,74,2931,3005,15.088,16.5081,75.29169999999999,6.125475000000001
413,2012-02-17,1,1,2,0,5,1,1,0.398,0.351629,0.634583,0.205846,349,3805,4154,16.318,17.58145,63.4583,13.791682
414,2012-02-18,1,1,2,0,6,0,1,0.402,0.355425,0.534583,0.190929,1435,2883,4318,16.482,17.77125,53.4583,12.792243
415,2012-02-19,1,1,2,0,0,0,2,0.325,0.265788,0.515833,0.253112,618,2071,2689,13.325000000000001,13.2894,51.5833,16.958504
416,2012-02-20,1,1,2,1,1,0,1,0.325,0.273391,0.507826,0.229083,502,2627,3129,13.325000000000001,13.66955,50.7826,15.348561
417,2012-02-21,1,1,2,0,2,1,1,0.334,0.295113,0.594348,0.205717,163,3614,3777,13.694,14.755650000000001,59.434799999999996,13.783039
418,2012-02-22,1,1,2,0,3,1,1,0.459,0.392667,0.567917,0.234471,394,4379,4773,18.819,19.63335,56.7917,15.709557
419,2012-02-23,1,1,2,0,4,1,1,0.527,0.444446,0.554583,0.190913,516,4546,5062,21.607,22.2223,55.45830000000001,12.791171
420,2012-02-24,1,1,2,0,5,1,2,0.473,0.410971,0.7375,0.237567,246,3241,3487,19.393,20.54855,73.75,15.916989
421,2012-02-25,1,1,2,0,6,0,1,0.338,0.255675,0.395833,0.421642,317,2415,2732,13.858,12.78375,39.5833,28.250014
422,2012-02-26,1,1,2,0,0,0,1,0.324,0.268308,0.41,0.205229,515,2874,3389,13.284,13.4154,41.0,13.750342999999999
423,2012-02-27,1,1,2,0,1,1,1,0.426,0.357954,0.490833,0.268033,253,4069,4322,17.466,17.8977,49.0833,17.958211000000002
424,2012-02-28,1,1,2,0,2,1,1,0.417,0.353525,0.395833,0.193417,229,4134,4363,17.096999999999998,17.67625,39.5833,12.958939
425,2012-02-29,1,1,2,0,3,1,2,0.4,0.34847,0.804783,0.179117,65,1769,1834,16.400000000000002,17.4235,80.4783,12.000839
426,2012-03-01,1,1,3,0,4,1,1,0.564,0.475371,0.615417,0.226987,325,4665,4990,23.124,23.768549999999998,61.5417,15.208129
427,2012-03-02,1,1,3,0,5,1,2,0.41,0.359842,0.657083,0.144904,246,2948,3194,16.81,17.9921,65.7083,9.708568
428,2012-03-03,1,1,3,0,6,0,2,0.481,0.413492,0.62125,0.161079,956,3110,4066,19.721,20.6746,62.125,10.792293
429,2012-03-04,1,1,3,0,0,0,1,0.378,0.303021,0.403333,0.334571,710,2713,3423,15.498,15.15105,40.3333,22.416257
430,2012-03-05,1,1,3,0,1,1,1,0.282,0.241171,0.50625,0.228858,203,3130,3333,11.562,12.05855,50.625,15.333486
431,2012-03-06,1,1,3,0,2,1,1,0.3,0.255042,0.456667,0.200875,221,3735,3956,12.299999999999999,12.752099999999999,45.6667,13.458625
432,2012-03-07,1,1,3,0,3,1,1,0.469,0.3851,0.513333,0.345779,432,4484,4916,19.229,19.255,51.3333,23.167193
433,2012-03-08,1,1,3,0,4,1,1,0.612,0.524604,0.5675,0.441563,486,4896,5382,25.092,26.230199999999996,56.75,29.584721
434,2012-03-09,1,1,3,0,5,1,2,0.477,0.397083,0.407083,0.4148,447,4122,4569,19.557,19.85415,40.708299999999994,27.7916
435,2012-03-10,1,1,3,0,6,0,1,0.334,0.277767,0.350417,0.22575,968,3150,4118,13.694,13.888349999999999,35.0417,15.125250000000001
436,2012-03-11,1,1,3,0,0,0,1,0.42,0.35967,0.476957,0.222587,1658,3253,4911,17.22,17.9835,47.6957,14.913329000000001
437,2012-03-12,1,1,3,0,1,1,1,0.542,0.459592,0.489167,0.207713,838,4460,5298,22.222,22.9796,48.9167,13.916771
438,2012-03-13,1,1,3,0,2,1,1,0.656,0.542929,0.6175,0.23695,762,5085,5847,26.896,27.14645,61.75000000000001,15.87565
439,2012-03-14,1,1,3,0,3,1,1,0.664,0.548617,0.507083,0.115062,997,5315,6312,27.224,27.43085,50.708299999999994,7.709154
440,2012-03-15,1,1,3,0,4,1,1,0.647,0.532825,0.579583,0.149883,1005,5187,6192,26.527,26.64125,57.958299999999994,10.042161
441,2012-03-16,1,1,3,0,5,1,2,0.506,0.436229,0.842083,0.113192,548,3830,4378,20.746,21.81145,84.20830000000001,7.583864
442,2012-03-17,1,1,3,0,6,0,2,0.597,0.505046,0.755833,0.110704,3155,4681,7836,24.477,25.252299999999998,75.5833,7.417168
443,2012-03-18,1,1,3,0,0,0,2,0.548,0.464,0.81,0.126883,2207,3685,5892,22.468000000000004,23.200000000000003,81.0,8.501161
444,2012-03-19,1,1,3,0,1,1,1,0.632,0.532821,0.72875,0.162317,982,5171,6153,25.912,26.64105,72.875,10.875238999999999
445,2012-03-20,1,1,3,0,2,1,1,0.651,0.538533,0.807917,0.121271,1051,5042,6093,26.691000000000003,26.926650000000002,80.7917,8.125157
446,2012-03-21,2,1,3,0,3,1,2,0.617,0.513258,0.82125,0.0895583,1122,5108,6230,25.297,25.6629,82.125,6.000406099999999
447,2012-03-22,2,1,3,0,4,1,1,0.643,0.531567,0.83125,0.117562,1334,5537,6871,26.363,26.57835,83.125,7.876654
448,2012-03-23,2,1,3,0,5,1,2,0.698,0.570067,0.694167,0.1163,2469,5893,8362,28.618,28.50335,69.41669999999999,7.7921000000000005
449,2012-03-24,2,1,3,0,6,0,2,0.583,0.486733,0.885417,0.192783,1033,2339,3372,23.903,24.336650000000002,88.5417,12.916461
450,2012-03-25,2,1,3,0,0,0,2,0.508,0.437488,0.880833,0.220775,1532,3464,4996,20.828,21.874399999999998,88.0833,14.791924999999999
451,2012-03-26,2,1,3,0,1,1,1,0.517,0.43875,0.477917,0.386821,795,4763,5558,21.197,21.9375,47.7917,25.917007
452,2012-03-27,2,1,3,0,2,1,1,0.375,0.315654,0.29,0.187192,531,4571,5102,15.375,15.7827,28.999999999999996,12.541864
453,2012-03-28,2,1,3,0,3,1,1,0.562,0.47095,0.48125,0.291671,674,5024,5698,23.042,23.5475,48.125,19.541957
454,2012-03-29,2,1,3,0,4,1,1,0.574,0.482304,0.439167,0.31965,834,5299,6133,23.534,24.1152,43.9167,21.41655
455,2012-03-30,2,1,3,0,5,1,2,0.429,0.375621,0.580833,0.138067,796,4663,5459,17.589,18.78105,58.0833,9.250489
456,2012-03-31,2,1,3,0,6,0,2,0.492,0.421708,0.738333,0.250617,2301,3934,6235,20.172,21.0854,73.83330000000001,16.791338999999997
457,2012-04-01,2,1,4,0,0,0,2,0.494,0.417287,0.67625,0.172267,2347,3694,6041,20.254,20.86435,67.625,11.541889
458,2012-04-02,2,1,4,0,1,1,1,0.504,0.427513,0.504348,0.312139,1208,4728,5936,20.664,21.37565,50.4348,20.913313
459,2012-04-03,2,1,4,0,2,1,1,0.542,0.461483,0.396667,0.100133,1348,5424,6772,22.222,23.07415,39.6667,6.708911
460,2012-04-04,2,1,4,0,3,1,1,0.629,0.53345,0.469583,0.180975,1058,5378,6436,25.789,26.6725,46.958299999999994,12.125325
461,2012-04-05,2,1,4,0,4,1,1,0.505,0.431163,0.374167,0.219529,1192,5265,6457,20.705000000000002,21.55815,37.416700000000006,14.708443
462,2012-04-06,2,1,4,0,5,1,1,0.468,0.390767,0.377083,0.300388,1807,4653,6460,19.188000000000002,19.538349999999998,37.7083,20.125996
463,2012-04-07,2,1,4,0,6,0,1,0.508,0.426129,0.254167,0.274871,3252,3605,6857,20.828,21.306449999999998,25.4167,18.416356999999998
464,2012-04-08,2,1,4,0,0,0,1,0.58,0.492425,0.275833,0.232596,2230,2939,5169,23.779999999999998,24.62125,27.5833,15.583931999999999
465,2012-04-09,2,1,4,0,1,1,1,0.568,0.476638,0.3175,0.358196,905,4680,5585,23.287999999999997,23.8319,31.75,23.999132
466,2012-04-10,2,1,4,0,2,1,1,0.518,0.436233,0.435,0.249375,819,5099,5918,21.238,21.81165,43.5,16.708125000000003
467,2012-04-11,2,1,4,0,3,1,1,0.405,0.337274,0.469565,0.295274,482,4380,4862,16.605,16.8637,46.9565,19.783358
468,2012-04-12,2,1,4,0,4,1,1,0.461,0.387604,0.46625,0.290429,663,4746,5409,18.901,19.3802,46.625,19.458743
469,2012-04-13,2,1,4,0,5,1,1,0.514,0.431808,0.408333,0.155471,1252,5146,6398,21.074,21.590400000000002,40.8333,10.416557
470,2012-04-14,2,1,4,0,6,0,1,0.574,0.487996,0.502917,0.190917,2795,4665,7460,23.534,24.3998,50.29169999999999,12.791439
471,2012-04-15,2,1,4,0,0,0,1,0.704,0.573875,0.507917,0.225129,2846,4286,7132,28.863999999999997,28.69375,50.79169999999999,15.083643
472,2012-04-16,2,1,4,1,1,0,1,0.771,0.614925,0.561667,0.284829,1198,5172,6370,31.611,30.746250000000003,56.166700000000006,19.083543
473,2012-04-17,2,1,4,0,2,1,1,0.706,0.598487,0.390417,0.273629,989,5702,6691,28.945999999999998,29.92435,39.0417,18.333143
474,2012-04-18,2,1,4,0,3,1,2,0.538,0.457038,0.569167,0.167912,347,4020,4367,22.058,22.8519,56.9167,11.250104
475,2012-04-19,2,1,4,0,4,1,1,0.578,0.493046,0.6125,0.0659292,846,5719,6565,23.697999999999997,24.6523,61.25000000000001,4.417256399999999
476,2012-04-20,2,1,4,0,5,1,1,0.611,0.515775,0.694583,0.149871,1340,5950,7290,25.051,25.78875,69.4583,10.041357
477,2012-04-21,2,1,4,0,6,0,1,0.662,0.542921,0.682917,0.283587,2541,4083,6624,27.142000000000003,27.14605,68.2917,19.000328999999997
478,2012-04-22,2,1,4,0,0,0,3,0.46,0.389504,0.835417,0.344546,120,907,1027,18.86,19.4752,83.54169999999999,23.084582
479,2012-04-23,2,1,4,0,1,1,2,0.373,0.301125,0.766667,0.303496,195,3019,3214,15.293,15.056249999999999,76.66669999999999,20.334232
480,2012-04-24,2,1,4,0,2,1,1,0.48,0.405283,0.454167,0.249383,518,5115,5633,19.68,20.26415,45.4167,16.708661
481,2012-04-25,2,1,4,0,3,1,1,0.553,0.470317,0.427917,0.118792,655,5541,6196,22.673000000000002,23.51585,42.7917,7.959064
482,2012-04-26,2,1,4,0,4,1,2,0.578,0.483583,0.756667,0.176625,475,4551,5026,23.697999999999997,24.17915,75.66669999999999,11.833875
483,2012-04-27,2,1,4,0,5,1,1,0.531,0.452637,0.400833,0.347633,1014,5219,6233,21.771,22.63185,40.0833,23.291411
484,2012-04-28,2,1,4,0,6,0,2,0.437,0.377504,0.489583,0.129975,1120,3100,4220,17.917,18.8752,48.9583,8.708325
485,2012-04-29,2,1,4,0,0,0,1,0.532,0.450121,0.587083,0.116908,2229,4075,6304,21.812,22.50605,58.7083,7.8328359999999995
486,2012-04-30,2,1,4,0,1,1,2,0.539,0.457696,0.57,0.171638,665,4907,5572,22.099,22.8848,56.99999999999999,11.499746
487,2012-05-01,2,1,5,0,2,1,2,0.712,0.577021,0.659583,0.156096,653,5087,5740,29.192,28.85105,65.95830000000001,10.458432
488,2012-05-02,2,1,5,0,3,1,1,0.655,0.537896,0.797083,0.138058,667,5502,6169,26.855,26.894800000000004,79.7083,9.249885999999998
489,2012-05-03,2,1,5,0,4,1,2,0.65,0.537242,0.768333,0.133696,764,5657,6421,26.650000000000002,26.862099999999998,76.83330000000001,8.957632
490,2012-05-04,2,1,5,0,5,1,1,0.728,0.590917,0.735417,0.162938,1069,5227,6296,29.848,29.54585,73.54169999999999,10.916846
491,2012-05-05,2,1,5,0,6,0,2,0.721,0.584608,0.756667,0.152992,2496,4387,6883,29.561,29.2304,75.66669999999999,10.250464
492,2012-05-06,2,1,5,0,0,0,2,0.653,0.546737,0.74,0.149879,2135,4224,6359,26.773,27.336850000000002,74.0,10.041893
493,2012-05-07,2,1,5,0,1,1,2,0.624,0.527142,0.664167,0.230721,1008,5265,6273,25.584,26.3571,66.41669999999999,15.458307000000001
494,2012-05-08,2,1,5,0,2,1,2,0.675,0.557471,0.685833,0.296029,738,4990,5728,27.675,27.87355,68.58330000000001,19.833942999999998
495,2012-05-09,2,1,5,0,3,1,2,0.667,0.553025,0.744167,0.216412,620,4097,4717,27.347,27.65125,74.4167,14.499604
496,2012-05-10,2,1,5,0,4,1,1,0.587,0.491783,0.552083,0.314063,1026,5546,6572,24.067,24.58915,55.2083,21.042220999999998
497,2012-05-11,2,1,5,0,5,1,1,0.619,0.520833,0.360417,0.236937,1319,5711,7030,25.379,26.04165,36.0417,15.874779
498,2012-05-12,2,1,5,0,6,0,1,0.655,0.544817,0.480417,0.123133,2622,4807,7429,26.855,27.24085,48.0417,8.249911
499,2012-05-13,2,1,5,0,0,0,1,0.711,0.585238,0.57625,0.225117,2172,3946,6118,29.151,29.2619,57.62500000000001,15.082839
500,2012-05-14,2,1,5,0,1,1,2,0.665,0.5499,0.789583,0.212692,342,2501,2843,27.265,27.495000000000005,78.95830000000001,14.250364
501,2012-05-15,2,1,5,0,2,1,2,0.71,0.576404,0.794583,0.147392,625,4490,5115,29.11,28.8202,79.45830000000001,9.875264
502,2012-05-16,2,1,5,0,3,1,1,0.739,0.595975,0.697917,0.122512,991,6433,7424,30.299,29.798750000000002,69.7917,8.208304
503,2012-05-17,2,1,5,0,4,1,1,0.689,0.572613,0.52,0.229475,1242,6142,7384,28.249,28.630650000000003,52.0,15.374825000000001
504,2012-05-18,2,1,5,0,5,1,1,0.655,0.551121,0.523333,0.136817,1521,6118,7639,26.855,27.55605,52.33330000000001,9.166739
505,2012-05-19,2,1,5,0,6,0,1,0.696,0.566908,0.45625,0.083975,3410,4884,8294,28.535999999999998,28.345399999999998,45.625,5.626325
506,2012-05-20,2,1,5,0,0,0,1,0.721,0.583967,0.530417,0.254367,2704,4425,7129,29.561,29.19835,53.041700000000006,17.042589
507,2012-05-21,2,1,5,0,1,1,2,0.694,0.565667,0.81125,0.233204,630,3729,4359,28.453999999999997,28.283350000000002,81.125,15.624668
508,2012-05-22,2,1,5,0,2,1,2,0.714,0.580825,0.765833,0.118167,819,5254,6073,29.273999999999997,29.04125,76.5833,7.917189
509,2012-05-23,2,1,5,0,3,1,2,0.721,0.584612,0.774583,0.102,766,4494,5260,29.561,29.230600000000003,77.45830000000001,6.834
510,2012-05-24,2,1,5,0,4,1,1,0.76,0.6067,0.716667,0.172896,1059,5711,6770,31.16,30.335,71.6667,11.584031999999999
511,2012-05-25,2,1,5,0,5,1,1,0.789,0.627529,0.747083,0.14055,1417,5317,6734,32.349000000000004,31.37645,74.70830000000001,9.41685
512,2012-05-26,2,1,5,0,6,0,1,0.804,0.642696,0.7325,0.198992,2855,3681,6536,32.964,32.134800000000006,73.25,13.332464
513,2012-05-27,2,1,5,0,0,0,1,0.801,0.641425,0.697083,0.215171,3283,3308,6591,32.841,32.07125,69.7083,14.416457
514,2012-05-28,2,1,5,1,1,0,1,0.827,0.6793,0.67625,0.196521,2557,3486,6043,33.907,33.965,67.625,13.166907
515,2012-05-29,2,1,5,0,2,1,1,0.838,0.672992,0.684583,0.2954,880,4863,5743,34.358,33.6496,68.45830000000001,19.7918
516,2012-05-30,2,1,5,0,3,1,2,0.762,0.611129,0.67,0.134329,745,6110,6855,31.242,30.55645,67.0,9.000043
517,2012-05-31,2,1,5,0,4,1,1,0.789,0.631329,0.492917,0.195279,1100,6238,7338,32.349000000000004,31.566450000000003,49.2917,13.083693
518,2012-06-01,2,1,6,0,5,1,2,0.759,0.607962,0.755417,0.237563,533,3594,4127,31.119,30.3981,75.5417,15.916720999999999
519,2012-06-02,2,1,6,0,6,0,1,0.677,0.566288,0.549167,0.186562,2795,5325,8120,27.757,28.3144,54.9167,12.499654
520,2012-06-03,2,1,6,0,0,0,1,0.699,0.575133,0.493333,0.184087,2494,5147,7641,28.659,28.75665,49.3333,12.333829
521,2012-06-04,2,1,6,0,1,1,1,0.693,0.578283,0.487083,0.284833,1071,5927,6998,28.412999999999997,28.91415,48.7083,19.083811
522,2012-06-05,2,1,6,0,2,1,2,0.628,0.525892,0.613333,0.209575,968,6033,7001,25.748,26.294600000000003,61.3333,14.041525
523,2012-06-06,2,1,6,0,3,1,1,0.643,0.542292,0.61125,0.077125,1027,6028,7055,26.363,27.1146,61.12499999999999,5.167375
524,2012-06-07,2,1,6,0,4,1,1,0.699,0.569442,0.567083,0.15735,1038,6456,7494,28.659,28.4721,56.7083,10.542449999999999
525,2012-06-08,2,1,6,0,5,1,1,0.753,0.597862,0.467917,0.175383,1488,6248,7736,30.873,29.8931,46.791700000000006,11.750661000000001
526,2012-06-09,2,1,6,0,6,0,1,0.825,0.648367,0.437083,0.144287,2708,4790,7498,33.824999999999996,32.418350000000004,43.7083,9.667229
527,2012-06-10,2,1,6,0,0,0,1,0.843,0.663517,0.538333,0.133721,2224,4374,6598,34.563,33.175850000000004,53.833299999999994,8.959307
528,2012-06-11,2,1,6,0,1,1,2,0.837,0.659721,0.587917,0.207713,1017,5647,6664,34.317,32.98605,58.791700000000006,13.916771
529,2012-06-12,2,1,6,0,2,1,2,0.758,0.597875,0.833333,0.214546,477,4495,4972,31.078,29.89375,83.3333,14.374581999999998
530,2012-06-13,2,1,6,0,3,1,1,0.761,0.611117,0.582083,0.343279,1173,6248,7421,31.201,30.55585,58.2083,22.999693
531,2012-06-14,2,1,6,0,4,1,1,0.752,0.624383,0.569583,0.253733,1180,6183,7363,30.832,31.219150000000003,56.958299999999994,17.000111
532,2012-06-15,2,1,6,0,5,1,1,0.742,0.599754,0.589583,0.176617,1563,6102,7665,30.422,29.9877,58.958299999999994,11.833339
533,2012-06-16,2,1,6,0,6,0,1,0.733,0.594708,0.504167,0.166667,2963,4739,7702,30.053,29.735400000000002,50.416700000000006,11.166689
534,2012-06-17,2,1,6,0,0,0,1,0.688,0.571975,0.59875,0.144904,2634,4344,6978,28.208,28.59875,59.875,9.708568
535,2012-06-18,2,1,6,0,1,1,2,0.66,0.544842,0.777917,0.174746,653,4446,5099,27.060000000000002,27.2421,77.79169999999999,11.707982000000001
536,2012-06-19,2,1,6,0,2,1,1,0.799,0.654692,0.69,0.148017,968,5857,6825,32.759,32.7346,69.0,9.917139
537,2012-06-20,2,1,6,0,3,1,1,0.908,0.720975,0.592083,0.113812,872,5339,6211,37.228,36.04875,59.2083,7.625404
538,2012-06-21,3,1,6,0,4,1,1,0.935,0.752542,0.567917,0.118787,778,5127,5905,38.335,37.6271,56.7917,7.958729
539,2012-06-22,3,1,6,0,5,1,1,0.902,0.724121,0.57375,0.182842,964,4859,5823,36.982,36.20605,57.375,12.250414000000001
540,2012-06-23,3,1,6,0,6,0,1,0.849,0.652792,0.534583,0.179721,2657,4801,7458,34.809,32.6396,53.4583,12.041307
541,2012-06-24,3,1,6,0,0,0,1,0.863,0.674254,0.479167,0.145525,2551,4340,6891,35.383,33.7127,47.9167,9.750174999999999
542,2012-06-25,3,1,6,0,1,1,1,0.831,0.654042,0.504167,0.300383,1139,5640,6779,34.071,32.7021,50.416700000000006,20.125661
543,2012-06-26,3,1,6,0,2,1,1,0.732,0.594704,0.373333,0.347642,1077,6365,7442,30.012,29.7352,37.3333,23.292014
544,2012-06-27,3,1,6,0,3,1,1,0.809,0.640792,0.36,0.271775,1077,6258,7335,33.169000000000004,32.0396,36.0,18.208925
545,2012-06-28,3,1,6,0,4,1,1,0.869,0.675512,0.4225,0.17165,921,5958,6879,35.629,33.7756,42.25,11.50055
546,2012-06-29,3,1,6,0,5,1,1,0.968,0.786613,0.48875,0.165417,829,4634,5463,39.688,39.33065,48.875,11.082939000000001
547,2012-06-30,3,1,6,0,6,0,1,0.888,0.687508,0.60125,0.161071,1455,4232,5687,36.408,34.3754,60.12499999999999,10.791756999999999
548,2012-07-01,3,1,7,0,0,0,1,0.947,0.750629,0.51875,0.168529,1421,4110,5531,38.827,37.53145,51.87500000000001,11.291443000000001
549,2012-07-02,3,1,7,0,1,1,1,0.907,0.702038,0.447083,0.195267,904,5323,6227,37.187,35.1019,44.7083,13.082889
550,2012-07-03,3,1,7,0,2,1,1,0.906,0.70265,0.492083,0.126237,1052,5608,6660,37.146,35.1325,49.2083,8.457878999999998
551,2012-07-04,3,1,7,1,3,0,1,0.916,0.732337,0.53875,0.13495,2562,4841,7403,37.556000000000004,36.61685,53.87499999999999,9.041649999999999
552,2012-07-05,3,1,7,0,4,1,1,0.96,0.761367,0.457917,0.194029,1405,4836,6241,39.36,38.06835,45.7917,12.999943
553,2012-07-06,3,1,7,0,5,1,1,0.961,0.752533,0.450833,0.146142,1366,4841,6207,39.400999999999996,37.62665,45.0833,9.791514
554,2012-07-07,3,1,7,0,6,0,1,1.0,0.804913,0.492083,0.163554,1448,3392,4840,41.0,40.24565,49.2083,10.958118
555,2012-07-08,3,1,7,0,0,0,1,0.955,0.790396,0.57375,0.125629,1203,3469,4672,39.155,39.5198,57.375,8.417143
556,2012-07-09,3,1,7,0,1,1,2,0.825,0.654054,0.683333,0.180975,998,5571,6569,33.824999999999996,32.7027,68.3333,12.125325
557,2012-07-10,3,1,7,0,2,1,2,0.837,0.664796,0.6675,0.151737,954,5336,6290,34.317,33.2398,66.75,10.166379000000001
558,2012-07-11,3,1,7,0,3,1,1,0.832,0.650271,0.633333,0.151733,975,6289,7264,34.112,32.51355,63.3333,10.166111
559,2012-07-12,3,1,7,0,4,1,1,0.831,0.654683,0.529583,0.146775,1032,6414,7446,34.071,32.73415,52.9583,9.833924999999999
560,2012-07-13,3,1,7,0,5,1,2,0.849,0.667933,0.485833,0.08085,1511,5988,7499,34.809,33.39665,48.5833,5.41695
561,2012-07-14,3,1,7,0,6,0,2,0.816,0.666042,0.699167,0.143679,2355,4614,6969,33.455999999999996,33.3021,69.91669999999999,9.626493
562,2012-07-15,3,1,7,0,0,0,1,0.866,0.705196,0.717917,0.166667,1920,4111,6031,35.506,35.259800000000006,71.7917,11.166689
563,2012-07-16,3,1,7,0,1,1,1,0.886,0.724125,0.645,0.164187,1088,5742,6830,36.326,36.206250000000004,64.5,11.000529
564,2012-07-17,3,1,7,0,2,1,1,0.95,0.755683,0.505833,0.114429,921,5865,6786,38.949999999999996,37.78415,50.583299999999994,7.666743
565,2012-07-18,3,1,7,0,3,1,1,0.921,0.745583,0.577083,0.137442,799,4914,5713,37.761,37.27915,57.7083,9.208614
566,2012-07-19,3,1,7,0,4,1,1,0.894,0.714642,0.600417,0.165429,888,5703,6591,36.654,35.7321,60.0417,11.083743
567,2012-07-20,3,1,7,0,5,1,2,0.773,0.613025,0.844167,0.208967,747,5123,5870,31.693,30.65125,84.4167,14.000789000000001
568,2012-07-21,3,1,7,0,6,0,3,0.691,0.549912,0.865417,0.2133,1264,3195,4459,28.331,27.495599999999996,86.5417,14.2911
569,2012-07-22,3,1,7,0,0,0,2,0.775,0.623125,0.7625,0.0939208,2544,4866,7410,31.775000000000002,31.156250000000004,76.25,6.2926936
570,2012-07-23,3,1,7,0,1,1,1,0.861,0.690017,0.694167,0.138683,1135,5831,6966,35.301,34.50085,69.41669999999999,9.291761
571,2012-07-24,3,1,7,0,2,1,1,0.871,0.70645,0.655,0.211454,1140,6452,7592,35.711,35.3225,65.5,14.167418
572,2012-07-25,3,1,7,0,3,1,1,0.84,0.654054,0.45,0.1648,1383,6790,8173,34.44,32.7027,45.0,11.0416
573,2012-07-26,3,1,7,0,4,1,1,0.901,0.739263,0.596667,0.284813,1036,5825,6861,36.941,36.96315,59.66669999999999,19.082470999999998
574,2012-07-27,3,1,7,0,5,1,1,0.907,0.734217,0.594583,0.152992,1259,5645,6904,37.187,36.71085,59.458299999999994,10.250464
575,2012-07-28,3,1,7,0,6,0,1,0.877,0.697604,0.613333,0.15735,2234,4451,6685,35.957,34.8802,61.3333,10.542449999999999
576,2012-07-29,3,1,7,0,0,0,1,0.838,0.667933,0.62375,0.170396,2153,4444,6597,34.358,33.39665,62.375,11.416532
577,2012-07-30,3,1,7,0,1,1,1,0.848,0.684987,0.66875,0.153617,1040,6065,7105,34.768,34.24935,66.875,10.292339
